CustomerID,Age,Total_Spent,Avg_Transaction,Transaction_Count,Spending_Volatility,Product_Categories,Days_Since_Last_Transaction,Customer_Tenure_Days,Transaction_Frequency,Service_Interactions,Resolution_Rate,Days_Since_Last_Service,LoginFrequency,Days_Since_Last_Login,Days_Since_Last_Transaction_log,Transaction_Frequency_log,Gender_encoded,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Widowed,IncomeLevel_encoded,ServiceUsage_Mobile App,ServiceUsage_Online Banking,ServiceUsage_Website,ChurnStatus
264,0.05882352941176472,-1.005194008779801,0.5187093331143907,0.125,0.23140199216296253,0.25,161,-1.0928517457856128,0.6741573033707865,0.5,1.0,-0.14684920013913802,0.8958333333333333,1.1435470045518557,1.0814182456167145,-0.4151686991991821,0,False,False,False,True,3,False,True,False,0
265,0.9019607843137255,0.3316014772746297,0.6005254623452863,0.5,0.46349196853220065,0.75,125,-0.1647553145190546,0.7853403141361257,0.0,0.0,1.3597702220060581,0.8749999999999999,0.8669477874702107,0.867659151761486,-0.3476665044887628,1,False,False,False,True,1,False,True,False,0
266,0.5098039215686275,-1.0940969704758565,0.9228227180360844,0.0,0.0,0.0,254,-1.8935623923685259,30.0,0.5,1.0,-1.1133597728360562,0.7499999999999999,1.7158212467897414,1.4672914020804035,2.648903447294453,1,False,True,False,False,3,False,True,False,0
267,0.9803921568627451,-1.0914283915555267,0.29555204335064345,0.25,0.31028087703030127,0.5,38,0.2356000087724019,0.3829787234042553,0.5,0.0,-0.9037122589054748,0.375,-1.345845949182948,-0.12981489703743823,-0.6157571961361954,0,False,False,True,False,2,False,True,False,0
268,0.8627450980392156,-0.23152285925846772,0.42987335536443677,0.5,0.17059017079955732,0.5,48,0.6723512705448998,0.5300353356890459,0.0,0.0,1.3597702220060581,0.5208333333333333,-1.5842935501154005,0.0643337753878982,-0.5096721367317009,1,True,False,False,False,2,True,False,False,0
269,0.05882352941176472,1.160621933742494,0.4642747182823949,1.0,0.4743800664054321,0.75,19,0.481272593519432,1.0305343511450382,1.0,0.5,-0.41335027716953826,0.0,0.18975660082204576,-0.6978467546119443,-0.21256583619249486,0,False,False,False,True,2,True,False,False,0
270,0.607843137254902,-0.7211054954947675,0.48258379687596203,0.25,0.6376417097903144,0.25,37,0.7269451782664621,0.31141868512110726,0.5,0.0,-0.1859360247702634,0.8541666666666666,0.8097203632464222,-0.15190871979958986,-0.6715340434938545,1,False,False,True,False,3,True,False,False,0
271,0.17647058823529416,-0.5433402103603266,0.5723844906504649,0.25,0.23541024797343785,0.5,6,1.0727065938363562,0.27522935779816515,0.0,0.0,1.3597702220060581,0.5624999999999999,-1.0883225401758994,-1.590788029719221,-0.7009115152255766,1,False,False,False,True,2,False,True,False,1
272,0.1960784313725491,-0.13144437670316428,0.28009606108499757,0.875,0.42080703538631814,0.75,103,0.335688839595266,0.9756097560975611,1.0,0.0,-1.170213335935875,0.5208333333333333,-0.09638052029689718,0.7044435010364648,-0.24135376474889764,0,True,False,False,False,1,False,True,False,1
273,0.5294117647058824,0.40063233097005846,0.4381452821281224,0.75,0.42882354700726877,0.5,28,0.1628081318103189,0.9251101321585903,0.0,0.0,1.3597702220060581,0.8124999999999999,-0.5255862019753116,-0.38180803898413884,-0.26853758885367773,0,False,False,True,False,3,True,False,False,0
274,0.8823529411764707,-0.2028457954293426,0.5532338512695252,0.375,0.17067990786994108,0.75,132,0.15370914719005851,0.5309734513274336,0.5,0.0,-0.48441723104431167,0.7083333333333333,1.5536768781556738,0.9136468027891703,-0.5090286572253799,0,False,False,False,True,1,False,True,False,0
275,0.13725490196078433,-0.895782273046289,0.3943635953118906,0.25,0.3597260028117616,0.25,208,-0.4832197762281677,0.576923076923077,1.0,0.5,-0.45243710180066365,0.04166666666666667,0.19929450485934386,1.298089236708512,-0.4779837776284219,0,True,False,False,False,1,False,False,True,0
276,0.7647058823529412,1.0872427864763756,0.5867731275272481,0.75,0.49454099488498704,0.75,92,-0.06466648369619048,1.0396039603960396,0.0,0.0,1.3597702220060581,0.5208333333333333,0.32328725734421915,0.6093577162357945,-0.20788715950831418,0,False,False,True,False,1,False,True,False,1
277,0.4117647058823529,-0.06677536266431487,0.3964777602167532,0.625,0.31249439143310104,0.75,55,0.7087472090259413,0.6271777003484321,0.0,0.0,1.3597702220060581,0.6666666666666666,-0.0010014799239162027,0.17791081783585652,-0.44504948204340866,0,False,False,True,False,3,True,False,False,0
278,0.6470588235294118,0.21135287282911944,0.5640920380139165,0.5,0.38233974454847297,0.75,130,-0.2648441453419187,0.8333333333333333,0.5,0.0,-0.6940647449748932,0.4375,1.2770776610740289,0.9007592175692127,-0.3198183110713165,0,False,True,False,False,1,False,True,False,0
279,0.8627450980392156,-0.07739549400207302,0.6007512469467764,0.375,0.5688432891627532,0.5,192,-0.4468238377471262,0.75,0.5,1.0,-0.28542976019494615,0.10416666666666667,0.8097203632464222,1.2303468358161562,-0.36865573674727103,1,True,False,False,False,2,True,False,False,0
280,0.6666666666666666,-0.5834908089382801,0.4090395944087522,0.375,0.35350423259848646,0.5,45,-0.15565632989879422,0.625,1.0,0.5,-0.4950772741255277,0.8541666666666666,-1.2981564289964576,0.010596053866028623,-0.44645542216565803,0,False,False,True,False,3,False,True,False,0
281,0.6666666666666666,0.40214949258973837,0.3811449331882838,0.875,0.5053991804014238,1.0,105,0.1628081318103189,1.0572687224669604,0.5,1.0,-0.6443178772625519,0.6874999999999999,-1.5461419339662081,0.7206452166497133,-0.19883398435471955,1,False,True,False,False,2,False,True,False,0
282,0.47058823529411764,1.0154214390876077,0.8077752006404072,0.5,0.14319045197571117,0.75,27,0.1992040702913604,0.6493506493506493,0.5,1.0,-0.9783325604739869,0.04166666666666667,-0.15360794452068577,-0.4116554646825029,-0.4308406276195897,1,False,False,True,False,3,False,True,False,1
283,0.6470588235294118,0.1297512514277728,0.5393583612143106,0.5,0.3754000777721277,0.25,21,0.19010508567110002,0.6521739130434783,0.0,0.0,1.3597702220060581,0.3333333333333333,-0.7258821867585716,-0.61677931328152,-0.4290451503008367,0,False,False,False,True,1,False,True,False,1
284,0.09803921568627455,0.563591744226732,0.5556764301401916,0.625,0.4392928718853759,0.75,155,-0.28304211458243944,1.0112359550561798,0.0,0.0,1.3597702220060581,0.10416666666666667,0.4949695300155849,1.04931766799928,-0.22259109964542761,1,False,True,False,False,2,True,False,False,0
285,0.7843137254901961,-0.3257629787951825,0.4013218662123606,0.5,0.3408213933175795,0.75,16,1.209191363140262,0.43859649122807015,0.0,0.0,1.3597702220060581,0.8541666666666666,-0.5351241060126097,-0.8360795625784478,-0.5743647504623588,1,False,False,True,False,3,True,False,False,0
286,0.7058823529411765,-1.022573636976668,0.5055317227365093,0.125,0.6167927971044839,0.25,24,0.5995593935828168,0.23807649043869514,1.0,0.5,-0.9463524312303389,0.08333333333333333,0.8955614995821051,-0.5080488044709845,-0.7319515028497177,0,False,False,False,True,1,False,False,True,1
287,0.0,-0.883211505340371,0.6111168127424618,0.125,0.574646286380904,0.25,17,-1.7843745769254014,4.615384615384616,1.0,0.5,-1.1204664682235337,0.3958333333333333,0.24698402504583436,-0.7874626533456333,0.8553179708641266,1,False,False,False,True,1,False,False,True,0
288,0.21568627450980393,1.2879280489366929,0.5489234179683491,0.875,0.3943645119798989,1.0,33,0.6450543166841187,0.8571428571428571,1.0,0.0,-1.0600595574299763,0.0,1.0195542520669802,-0.24651328006008882,-0.3062721188347055,0,False,False,False,True,3,False,False,True,0
289,0.6666666666666666,-1.6751021403837512,0.04244750508015353,0.0,0.0,0.0,206,-1.8935623923685259,30.0,0.0,0.0,1.3597702220060581,0.4791666666666667,-1.2504669088099671,1.2899106703100172,2.648903447294453,1,False,True,False,False,3,True,False,False,0
290,0.09803921568627455,-1.170036327975184,0.8077546747675445,0.0,0.0,0.0,6,-1.8935623923685259,30.0,0.5,0.0,-1.180873379017091,0.16666666666666666,-0.6781926665720812,-1.590788029719221,2.648903447294453,1,False,False,False,True,3,True,False,False,0
291,0.3137254901960784,0.41405650208704636,0.5179088240727437,0.625,0.32248511860249474,0.75,76,-0.49231876084842807,1.1612903225806452,1.0,0.0,-0.7367049172997573,0.2916666666666667,-0.7831096109823602,0.44877620930724016,-0.14705060984788704,0,True,False,False,False,3,False,False,True,0
292,0.1568627450980392,1.5749018785162958,0.6032759293088938,0.875,0.4380963776135922,1.0,11,1.0272116707350545,0.7453416149068323,1.0,0.5,-0.3351766279072875,0.7499999999999999,-1.4603007976305251,-1.132336820308448,-0.3714540022842015,1,False,False,True,False,2,False,False,True,0
293,0.019607843137254943,-1.4323562812349908,0.4102711467805168,0.0,0.0,0.0,246,-1.8935623923685259,30.0,0.0,0.0,1.3597702220060581,0.3541666666666667,1.5346010700810775,1.4401794859897794,2.648903447294453,1,True,False,False,False,3,True,False,False,0
294,0.33333333333333337,0.8330911230082375,0.6237402245530491,0.625,0.25219108013520386,0.5,30,0.6814502551651602,0.6338028169014085,0.5,1.0,-0.8113252188682694,0.4375,1.0386300601415765,-0.3250827332453797,-0.4407837966346553,0,False,False,False,True,1,False,True,False,0
295,0.9411764705882354,-0.4146253022335678,0.6373899300067735,0.25,0.2917053034608597,0.25,117,-0.41952688388634507,0.5521472392638037,0.0,0.0,1.3597702220060581,0.20833333333333331,1.1340091005145574,0.8118644416867435,-0.4946089059876634,0,False,False,False,True,2,False,False,True,0
296,0.6862745098039217,-1.3625126623861623,0.5161025472608223,0.0,0.0,0.0,207,-1.8935623923685259,30.0,0.5,0.0,-0.22502284940138875,0.7708333333333333,-1.4126112774440347,1.2940097835548239,2.648903447294453,1,True,False,False,False,1,True,False,False,0
297,0.5294117647058824,0.6055304261421648,0.41967199655165327,0.875,0.392599682929018,1.0,99,0.42667868579786977,0.9375,0.0,0.0,1.3597702220060581,0.04166666666666667,-0.8784886513553413,0.6710837605657339,-0.2618027036899947,1,False,True,False,False,1,True,False,False,0
298,0.7843137254901961,0.05171225061549574,0.42640448285063315,0.625,0.3822799198348838,0.75,156,-0.4468238377471262,1.125,0.5,0.0,-1.0245260804925895,0.5833333333333333,-0.4588208737142249,1.0547526024789842,-0.1648277759138337,0,False,False,False,True,3,False,False,True,0
299,0.7058823529411765,-1.7031154460042666,0.0,0.0,0.0,0.0,40,-1.8935623923685259,30.0,1.0,0.5,-0.46665049257561836,0.9374999999999999,-1.155087868436986,-0.08727781606487409,2.648903447294453,1,False,False,False,True,2,True,False,False,0
300,0.9411764705882354,-0.4613051142105002,0.4553254377142387,0.375,0.17510693667554067,0.5,148,-0.6924964224941563,0.9022556390977443,1.0,1.0,-1.0103126897176349,0.6458333333333333,-0.9643297876910241,1.0102685126560986,-0.28107534136587925,0,True,False,False,False,3,False,False,True,0
301,0.4901960784313726,0.0431782165047972,0.4242492662000451,0.625,0.43627172384912205,0.75,19,0.32658985497500564,0.7346938775510203,0.5,1.0,-0.8894988681305201,0.6874999999999999,-0.8403370352061489,-0.6978467546119443,-0.37787818550720303,0,False,False,False,True,1,False,True,False,0
302,0.05882352941176472,-0.4625919923700499,0.45485334263839566,0.375,0.6057850498040741,0.5,91,0.04452133174693402,0.5607476635514018,1.0,1.0,-0.8859455204367814,0.14583333333333331,1.3152292772232212,0.6001623363843877,-0.48880795186790876,1,False,False,False,True,3,False,False,True,0
303,0.7647058823529412,-0.4309212435592351,0.6291590549888134,0.25,0.3767760461846789,0.25,237,-0.7652882994562393,0.72,0.5,1.0,-0.7544716557684507,0.6874999999999999,0.4472800098290944,1.4086085250470304,-0.3868086155331755,0,False,True,False,False,3,False,True,False,0
304,0.6862745098039217,-0.7739487765516488,0.45590016215439555,0.25,0.3641530316173611,0.5,105,-1.2839304228110806,1.323529411764706,0.5,0.0,-1.1346798589984883,0.08333333333333333,0.6571138986496525,0.7206452166497133,-0.07106296785136555,0,False,True,False,False,3,False,True,False,0
305,0.9803921568627451,-1.3259111383113884,0.5715634557359551,0.0,0.0,0.0,197,-1.8935623923685259,30.0,0.0,0.0,1.3597702220060581,0.16666666666666666,-0.08684261625959909,1.2521015856808277,2.648903447294453,1,False,True,False,False,3,True,False,False,0
306,0.5882352941176471,1.379702780841428,0.501159711816745,1.0,0.3997487362029254,1.0,25,1.16369644003896,0.8011869436201781,0.0,0.0,1.3597702220060581,0.3333333333333333,0.6094243784631621,-0.47468906400025296,-0.3383894843179648,0,False,True,False,False,3,True,False,False,0
307,0.5686274509803921,0.20265628568774108,0.7068494837742975,0.375,0.2575154796446412,0.5,12,0.4539756396586509,0.46332046332046334,0.5,1.0,-0.1859360247702634,0.3958333333333333,-1.155087868436986,-1.064255346518612,-0.5564757250780771,1,False,True,False,False,3,True,False,False,0
308,0.9607843137254902,0.7106480526485478,0.5052648863892937,0.75,0.3158744877508899,0.75,13,0.8543309629501074,0.693069306930693,0.0,0.0,1.3597702220060581,0.8541666666666666,-1.040633019989409,-1.0012217472008615,-0.40337601496920333,1,False,False,False,True,2,True,False,False,0
309,0.6470588235294118,0.1807387187177246,0.5548143434799565,0.5,0.4295414435703389,0.5,62,0.4994705627599527,0.5681818181818182,0.5,1.0,-1.2057468128732618,0.5416666666666666,0.7715687470972298,0.278092869243127,-0.4838193420282834,1,False,False,True,False,3,False,True,False,0
310,0.3529411764705882,-0.28302507781223923,0.5228760853055276,0.375,0.20495946875654333,0.5,17,0.1628081318103189,0.5286343612334802,0.0,0.0,1.3597702220060581,0.08333333333333333,0.008536424113381895,-0.7874626533456333,-0.5106338388521064,0,False,False,False,True,2,False,True,False,0
311,0.33333333333333337,-0.9132431777584961,0.22328044500092364,0.5,0.18767012652926926,0.75,97,0.06271930098745476,0.6944444444444444,1.0,1.0,-0.480863883350573,0.9374999999999999,-0.0105393839612143,0.6539000579062576,-0.40252368453968007,1,False,False,False,True,3,True,False,False,1
312,0.5686274509803921,-1.3328196421152871,0.2704899525852337,0.125,0.5488020101103767,0.25,283,-1.2384354997097788,0.821917808219178,1.0,0.0,-0.20725611093269541,0.5833333333333333,0.12299127256095907,1.55890627788474,-0.326375579937634,1,False,False,True,False,2,False,False,True,0
313,0.3921568627450981,-1.669101224334482,0.05154046675834889,0.0,0.0,0.0,68,-1.8935623923685259,30.0,0.0,0.0,1.3597702220060581,0.20833333333333331,0.16114288871015148,0.3554702208288438,2.648903447294453,1,True,False,False,False,1,False,True,False,0
314,0.03921568627450983,-0.9899275699817736,0.5302653995361152,0.125,0.8574077951601806,0.25,67,-1.2657324535705599,0.8571428571428571,0.5,0.0,-0.6834047018936772,0.5208333333333333,1.0195542520669802,0.34305300245827025,-0.3062721188347055,1,False,False,True,False,2,True,False,False,0
315,0.09803921568627455,-0.901850919525008,0.5969950122128943,0.125,0.16006102120786098,0.25,51,0.15370914719005851,0.2654867256637168,0.5,0.0,0.020158141466579484,0.4583333333333333,-0.9071023634672355,0.11487721851810609,-0.7089628002870596,0,False,True,False,False,2,True,False,False,1
316,0.7254901960784313,-0.8362878638174186,0.14657525811285121,0.875,0.19577637522060365,1.0,98,0.5176685320004735,0.9022556390977443,0.0,0.0,1.3597702220060581,0.3541666666666667,1.5155252620064814,0.6625353031624686,-0.28107534136587925,0,False,False,False,True,1,True,False,False,0
317,0.23529411764705888,-1.0826640739846984,0.2999651060161333,0.25,0.048487930364033385,0.5,172,-0.2375471914811376,0.49180327868852464,1.0,0.0,-0.42045697255701564,0.3958333333333333,0.32328725734421915,1.1372962912475002,-0.5362379110992939,1,False,True,False,False,3,False,False,True,0
318,0.8627450980392156,1.1898408410072192,0.5303475030275663,0.875,0.4536807155035745,1.0,10,1.3001812093428657,0.6818181818181819,0.0,0.0,1.3597702220060581,0.8958333333333333,-0.6400410504228887,-1.206345595799879,-0.41037574307725433,0,False,False,True,False,3,False,False,True,0
319,0.03921568627450983,-1.0696191932726304,0.9599129702990619,0.0,0.0,0.0,138,-1.8935623923685259,30.0,0.0,0.0,1.3597702220060581,0.4166666666666667,1.1053953884026633,0.9511777888865169,2.648903447294453,0,True,False,False,False,2,False,True,False,0
320,0.9215686274509803,-0.6005317849878973,0.8253042960651902,0.125,0.12709760402022077,0.25,12,-0.3740319607850432,0.3571428571428571,1.0,0.5,-0.12908246167044465,0.5208333333333333,1.381994605484308,-1.064255346518612,-0.6355546332368469,0,True,False,False,False,3,False,True,False,0
321,0.5294117647058824,1.00263393400745,0.43767318705227937,1.0,0.39092459094852083,0.75,26,0.9635187783932319,0.8571428571428571,1.0,0.5,-1.095593034367363,0.6458333333333333,-1.1073983482504957,-0.44258848638281806,-0.3062721188347055,1,False,False,False,True,3,False,True,False,0
322,0.4117647058823529,-1.632431969830258,0.10710400459779551,0.0,0.0,0.0,211,-1.8935623923685259,30.0,1.0,0.0,-0.9641191696990322,0.0,-1.3076943330337556,1.3102114991680722,2.648903447294453,0,False,False,True,False,1,False,True,False,0
323,0.7647058823529412,-0.5794676214289508,0.41055850900059515,0.375,0.5797612993927792,0.5,20,1.1273005015579185,0.36036036036036034,0.5,1.0,-0.37071010484467426,0.020833333333333332,1.1244711964772593,-0.6563475802380468,-0.6330686852782038,0,False,True,False,False,3,False,False,True,1
324,0.7647058823529412,0.1390167741765315,0.4484492703052197,0.625,0.470790583590081,0.75,59,0.5813614243422961,0.6593406593406594,1.0,0.0,-0.7580250034621893,0.0625,1.2675397570367308,0.23659369486922951,-0.4245011437878006,0,False,True,False,False,3,True,False,False,0
325,0.21568627450980393,-0.9662219196742774,0.5482460641638786,0.125,0.42224282851245853,0.25,38,-1.5750979306594126,1.6666666666666665,1.0,0.0,-1.0813796435924083,0.8333333333333333,-0.8212612271315526,-0.12981489703743823,0.07354061709371484,0,True,False,False,False,2,False,True,False,0
326,0.43137254901960786,-0.895646812187389,0.39442517293047885,0.25,0.13538332685232268,0.25,107,-0.4013289146458243,0.5454545454545454,0.0,0.0,1.3597702220060581,0.18749999999999997,0.9718647318804898,0.7365440786539,-0.4991453854949143,0,False,False,False,True,3,False,False,True,0
327,0.5882352941176471,-1.169982143631624,0.393850448490322,0.125,0.6565164069277019,0.25,2,0.39028274731682827,0.23809523809523808,1.0,0.5,-1.212853508260739,0.5624999999999999,-0.4969724898634173,-2.311469385345166,-0.7319356060707839,1,False,False,True,False,3,False,False,True,0
328,0.33333333333333337,-0.5673303284715128,0.3281060777109546,0.5,0.3896084472495588,0.5,33,0.7815390859880244,0.5084745762711864,0.0,0.0,1.3597702220060581,0.9999999999999999,0.7620308430599316,-0.24651328006008882,-0.5245710157059065,0,False,True,False,False,2,True,False,False,0
329,0.11764705882352944,1.4820976440839213,0.5857057821383854,0.875,0.34243666058448746,0.75,36,0.7815390859880244,0.8135593220338982,0.5,0.0,-0.5377174464503918,0.7499999999999999,-0.3634418333412439,-0.17459178009972648,-0.33120294212418366,0,True,False,False,False,2,False,True,False,0
330,0.13725490196078433,1.781940255259022,0.5688745663909357,1.0,0.3309503155753642,1.0,43,0.8998258860514092,0.8766233766233766,0.0,0.0,1.3597702220060581,0.3333333333333333,-0.7068063786839754,-0.027213030763161308,-0.2953174246614769,1,False,False,False,True,2,True,False,False,0
331,0.3529411764705882,-0.48597253661618606,0.35275765101910955,0.5,0.3946038108342556,1.0,10,0.04452133174693402,0.7009345794392523,1.0,0.5,-1.0778262958986695,0.6041666666666666,1.763510766976232,-1.206345595799879,-0.3985103172679287,1,True,False,False,False,3,False,False,True,0
332,0.5490196078431373,0.4204231624553454,0.6274554075412057,0.5,0.34171876402141727,0.25,71,0.29019391649396414,0.6224066390041494,0.0,0.0,1.3597702220060581,0.10416666666666667,-1.4603007976305251,0.39166991169108495,-0.44813217596784927,1,False,False,False,True,3,False,False,True,0
333,0.8431372549019608,1.5880280357437038,0.6951702621153965,0.75,0.5119499865394395,0.75,52,-0.010072575974628229,1.0096153846153846,1.0,0.5,-1.170213335935875,0.20833333333333331,-1.5270661258916118,0.13107893413135455,-0.22343733823737955,1,False,False,True,False,3,False,False,True,0
334,0.37254901960784315,0.6126827594920836,0.5680740573492887,0.625,0.3863180880021537,0.75,39,0.4630746242789113,0.6923076923076923,0.5,1.0,-0.49152392643178905,0.20833333333333331,1.6109043023794625,-0.10828047209358524,-0.4038483728320104,0,True,False,False,False,3,False,True,False,0
335,0.9607843137254902,-0.6916021204263524,0.7562963115006465,0.125,0.036463162932607464,0.25,24,-0.610605560911813,0.4225352112676056,1.0,1.0,-0.9463524312303389,0.020833333333333332,-1.6605967824137853,-0.5080488044709845,-0.5861513837474901,0,False,True,False,False,3,True,False,False,1
336,0.8039215686274509,-1.5322451185878345,0.2589133602906463,0.0,0.0,0.0,11,-1.8935623923685259,30.0,0.0,0.0,1.3597702220060581,0.3958333333333333,1.5441389741183758,-1.132336820308448,2.648903447294453,0,False,False,False,True,3,True,False,False,0
337,0.5686274509803921,-0.8927073115492595,0.6039327572405015,0.125,0.6365947773025037,0.0,6,-0.9472679918614468,0.5714285714285715,0.0,0.0,1.3597702220060581,0.6874999999999999,-0.4874345858261192,-1.590788029719221,-0.48164805825039725,0,True,False,False,False,2,False,False,True,0
338,0.9019607843137255,-1.6976157351329275,0.00833350438227385,0.0,0.0,0.0,31,-1.8935623923685259,30.0,0.0,0.0,1.3597702220060581,0.8333333333333333,-1.441224989555929,-0.29807842223454495,2.648903447294453,0,False,False,False,True,2,True,False,False,0
339,0.4117647058823529,-0.791274220404956,0.33034339785299366,0.375,0.32825820346385093,0.5,34,0.5267675166207338,0.449438202247191,0.5,1.0,-0.17882932938278606,0.0,0.7048034188361431,-0.2218575145415432,-0.5664826789972409,1,True,False,False,False,3,False,False,True,0
340,0.17647058823529416,-0.16254618990659922,0.37229828198444137,0.625,0.3409111303879633,0.75,53,0.09911523946849626,0.8181818181818181,0.5,0.0,-0.0651222031831486,0.9791666666666666,-0.7354200907958698,0.14697779613554102,-0.3285305215065615,0,True,False,False,False,1,True,False,False,0
341,0.4901960784313726,-0.3308156688321515,0.3298097251585623,0.625,0.49415213424665727,0.75,90,-0.17385429913931497,0.9473684210526316,0.5,1.0,-0.43822371102570895,0.5416666666666666,0.008536424113381895,0.5908664585885068,-0.2564691680908048,1,False,False,True,False,2,False,True,False,0
342,0.9803921568627451,1.3934656041056661,0.6530716968739096,0.75,0.23029523496156262,0.25,37,0.8725289321906281,0.6885245901639344,0.5,1.0,-1.1453399020797044,0.5208333333333333,-0.8403370352061489,-0.15190871979958986,-0.4061978299835489,1,False,True,False,False,3,False,True,False,1
343,0.6274509803921569,-0.46387887052959975,0.6125125720971284,0.25,0.2683736651610781,0.5,191,-0.5105167300889488,0.5882352941176471,1.0,1.0,-1.202193465179523,0.5208333333333333,-0.19175956066987818,1.225928309764988,-0.4704797047027918,1,True,False,False,False,2,False,True,False,0
344,0.5294117647058824,0.2702783464506098,0.48159855497855036,0.625,0.4723460261433999,0.5,56,-0.1647553145190546,0.9424083769633508,1.0,0.5,-0.2676630217262528,0.14583333333333331,0.08483965641176668,0.19296544716322528,-0.2591465109959949,0,False,False,True,False,1,True,False,False,0
345,0.17647058823529416,0.9664117003375958,0.48802315318458916,0.875,0.4879004516765877,0.75,130,0.09911523946849626,1.0909090909090908,0.5,1.0,-0.6869580495874159,0.5833333333333333,-0.6114273383109945,0.9007592175692127,-0.18180629151824998,0,False,False,False,True,2,False,True,False,0
346,0.5490196078431373,0.5073619416973509,0.5414725261191733,0.625,0.5575962430079866,0.5,32,0.4994705627599527,0.6818181818181819,0.5,0.0,0.052138270710227516,0.3333333333333333,1.7158212467897414,-0.27190514631870527,-0.41037574307725433,1,False,False,False,True,2,False,True,False,0
347,0.8431372549019608,0.9582163183741472,0.43018124345737796,1.0,0.46450898866321677,1.0,10,0.8270340090893262,0.8999999999999999,1.0,0.5,-1.0707196005111923,0.6666666666666666,-0.13453213644608958,-1.206345595799879,-0.2823209203125253,1,True,False,False,False,2,True,False,False,0
348,0.33333333333333337,-0.7617979375083208,0.7031137749132782,0.125,0.4977715294188029,0.25,220,-1.1201486996463939,0.6976744186046512,0.5,1.0,-0.16461593860783136,0.0,-1.4030733734067367,1.3455749257292797,-0.40052441649614295,1,False,True,False,False,2,False,True,False,0
349,0.8039215686274509,0.14828229692528985,0.4507892198115724,0.625,0.5097065597798451,0.75,103,0.39028274731682827,0.7142857142857142,1.0,1.0,-0.502183969513005,0.4791666666666667,-0.43020716160233063,0.7044435010364648,-0.39030218059539956,1,False,False,False,True,3,True,False,False,0
350,0.0,1.9441275416199655,0.5961739772983846,1.0,0.46429960216565463,1.0,6,0.7815390859880244,0.9152542372881356,0.5,0.0,-0.48797057873805033,0.49999999999999994,0.7048034188361431,-1.590788029719221,-0.2739260839391315,1,True,False,False,False,1,False,True,False,0
351,0.43137254901960786,-0.9189596260040752,0.5840431864365031,0.125,0.7047949507941731,0.25,134,-1.1838415919882166,0.7594936708860759,0.5,0.0,-0.10420902781427398,0.0,-0.16314584855798386,0.9263420287948598,-0.3629759284885059,1,False,False,False,True,3,True,False,False,1
352,0.3137254901960784,0.307259160930304,0.5931566739875612,0.5,0.41437587867548087,0.5,60,0.32658985497500564,0.6122448979591836,1.0,0.5,-1.127573163611011,0.5208333333333333,-0.5541999140872059,0.250652929873441,-0.4547282414330877,0,False,False,True,False,2,False,False,True,0
353,0.823529411764706,-1.3559563568154036,0.5260370697263901,0.0,0.0,0.0,291,-1.8935623923685259,30.0,1.0,0.5,-0.9570124743115548,0.3125,1.0386300601415765,1.5825345848301111,2.648903447294453,1,True,False,False,False,2,False,True,False,1
354,0.7058823529411765,-1.2769555839049365,0.2018309078593567,0.25,0.3147378181926954,0.25,243,-0.9563669764817072,0.8653846153846154,0.5,0.0,-0.6585312680375065,0.9999999999999999,-0.06776680818500289,1.4297854949101592,-0.30162348246093224,1,True,False,False,False,2,False,True,False,0
355,0.5882352941176471,-1.2171225225288163,0.7364067406966481,0.0,0.0,0.0,280,-1.8935623923685259,30.0,1.0,0.5,-0.9889926035552029,0.6666666666666666,1.7253591508270396,1.5498736512058056,2.648903447294453,1,True,False,False,False,1,False,False,True,0
356,0.47058823529411764,1.421384087124951,0.5742112933352491,0.875,0.3920014357931262,1.0,17,1.2182903477605223,0.6997084548104956,0.0,0.0,1.3597702220060581,0.5624999999999999,-0.08684261625959909,-0.7874626533456333,-0.39926735320347945,1,False,False,True,False,1,True,False,False,0
357,0.05882352941176472,-0.6595520812106177,0.3802212689094603,0.375,0.20223744428823548,0.5,24,0.4175797011776094,0.47058823529411764,1.0,0.5,-0.7153848311373252,0.9166666666666666,-0.6305031463855907,-0.5080488044709845,-0.55127458568324,1,True,False,False,False,3,False,True,False,0
358,1.0,1.3760317915652385,0.5005234097579999,1.0,0.4261314348957555,1.0,11,0.31749087035474527,1.1065573770491803,0.5,0.0,-0.9570124743115548,0.4791666666666667,1.6204422064167605,-1.132336820308448,-0.17397876653521807,0,True,False,False,False,2,True,False,False,1
359,0.1568627450980392,1.2016665739891874,0.5325848231696052,0.875,0.47076067123328647,1.0,66,0.4175797011776094,0.9411764705882353,0.5,1.0,-0.38847684331336757,0.7291666666666666,0.6094243784631621,0.33045181861665046,-0.25981253184775627,1,False,False,True,False,1,False,False,True,0
360,0.5294117647058824,0.6287890556152911,0.4240850592171431,0.875,0.4151236875953457,0.75,32,0.9362218245324507,0.7692307692307692,1.0,1.0,-0.9783325604739869,0.2708333333333333,0.9718647318804898,-0.27190514631870527,-0.35718223093394186,0,False,False,False,True,2,False,True,False,0
361,0.5686274509803921,1.464785746316504,0.5154662452020772,1.0,0.506266638748467,0.5,6,1.136399486178179,0.8083832335329342,0.0,0.0,1.3597702220060581,0.9999999999999999,0.7429550349853354,-1.590788029719221,-0.33420350918782055,1,False,False,True,False,3,True,False,False,0
